problem,golden_answer,language
"In C++, which header file is typically included to use the stringstream class?",<sstream>,English
Каково назначение pygame.display.set_mode() в приложении Pygame?,Он инициализирует и задает размер игрового окна или экрана.,Russian
What Python data structure is used to store the documents retrieved by the find method in the MongoDB query?,Cursor object.,English
"В Python 3.11, какой атрибут аномалии может быть использован для ссылки на аномалию, которая вызывает текущую аномалию?", '__cause__',Russian
"Какой декоратор используется в расширении distince.ext.commands для добавления проверки к команде, чтобы проверить, есть ли у пользователя определенные разрешения?",@commands.has_permissions().,Russian
"In C#, which function from the user32.dll library is used to change the screen resolution programmatically?",ChangeDisplaySettings.,English
Какое ключевое слово используется в Rust для создания модулей?,mod,Russian
"In PyTorch, what does the Conv2d layer do in the context of a convolutional neural network?",It applies a 2D convolution operation to the input data.,English
"Какие атрибуты используются в Unity C #, чтобы скрыть поле, которое не отображается в контроллере Unity, в то время как сериализация разрешена?",[HideInInspector].,Russian
"Какой модуль в Python используется для работы с JSON файлами, например, для сериализации и десериализации данных?",json.,Russian
Каким встроенным менеджером пакетов управляются зависимости в приложении на Rust?,Cargo,Russian
Какая стандартная библиотека Python обеспечивает возможность преобразования шестнадцатеричных строк в строки ASCII?,binascii.,Russian
在C中，执行输入/输出操作（如printf和scanf）所需的标准头文件是什么？,<stdio.h>。,Chinese
Какой метод в Python использует модуль binascii для преобразования шестнадцатеричных в ASCII?,unhexlify().,Russian
"In Excel, what symbol is used to indicate the start of a formula in a cell?",equals sign(`=`),English
Какое ключевое слово используется для чтения ввода с консоли в C #?,Console.ReadLine(),Russian
В Java 8 какой метод обычно используется для фильтрации элементов из коллекции на основе заданного предиката?,filter(),Russian
Какой атрибут тега « img» в HTML определяет альтернативный текст изображения?,alt,Russian
在R中，ggplot2包中的哪个函数用于将文本标签添加到绘图中？, geom_text(),Chinese
"In Python, which method iterates over an integer as a string, allowing slicing operations to retrieve substrings?",str(),English
在Java中，当尝试将任务添加到已关闭的资源时会抛出什么异常？,RejectedExecutionException。,Chinese
在云计算中，什么术语是指通过确保只有授权人员才能访问敏感信息来保护敏感信息的做法？,访问控制。,Chinese
"What function in C dynamically allocates memory for an array, given the size?",malloc.,English
要使用@WebServlet注释，必须在Java servlet程序中导入哪个包？,javax.servlet.annotation,Chinese
在GTK+forC中，使用哪个函数将子小部件添加到容器小部件中，例如向窗口添加按钮？,gtk_container_add()。,Chinese
Какой тип возврата метода System.out.println () в Java?,void,Russian
"In Vue.js, what decorator is used to execute a method when a specific property changes?",@Watch decorator.,English
"In a PHP application, what function can be used to log informational messages about incoming data or updates to aid debugging?",error_log().,English
What HTML attribute allows an element to be editable by the user?,contenteditable,English
在JavaScript中，“JavaScript”.substring(4)将返回什么？,Script,Chinese
Какой метод JavaScript используется для добавления прослушивания событий в элементы HTML?,addEventListener().,Russian
"In CSS, which property is used to set the items in a flex container to be spaced evenly along the main axis?",justify-content;,English
"JavaScript中的表达式“JavaScript”.substring（4,7）返回什么值？",`Scr`,Chinese
"При использовании возврата для поиска максимального общего делителя двух чисел a и b (GCD), какие условия определяют, когда возвращать a?",Если b = 0.,Russian
"In HTML5, which attribute should be used within an input element to define the action that occurs when a submit button is clicked?",formaction.,English
"In Python, what function is used to combine multiple iterables into a single iterable?",itertools.chain(),English
"В многопоточной среде какой класс стандартной библиотеки Python гарантирует, что часть кода может выполняться только одним потоком за один раз?",threading.Lock,Russian
"In PowerShell, what method is used to free up COM objects after use?",[System.Runtime.InteropServices.Marshal]::ReleaseComObject(),English
"In PowerShell, what .NET type is used to handle COM objects such as Excel.Application?",System.__ComObject,English
What file is typically used to initialize a Defold HTML5 game in a web page?,index.html,English
Какой оператор в цикле Python используется для прерывания (завершения) цикла при достижении определенного условия?,break.,Russian
"In JavaScript, which method can be used to convert a JavaScript object to a JSON string?",JSON.stringify().,English
"В Bukkit API для плагинов Minecraft какой класс в основном отвечает за планирование повторяющихся задач, таких как обновление табло каждые 10 шкал?",BukkitScheduler.,Russian
"In Unity C#, what method from the MonoBehaviour class is guaranteed to be called before any other methods including Update?",Awake().,English
在MATLAB中，使用什么函数将度数转换为弧度？,deg2rad,Chinese
在Python中，如果带有@abstractmethod装饰器的方法没有在子类中实现，通常会引发什么异常？,TypeError,Chinese
使用Arduino中的伺服库为伺服电机提供的示例程序中控制的默认角度范围是多少？,0度到180度。,Chinese
"В JavaScript какой метод проверяет, имеет ли объект свойства указанной клавиши?",hasOwnProperty().,Russian
Какой принцип программирования позволяет функции вызывать саму себя для решения задачи?,рекурсия,Russian
В библиотеке « Python telegram bot» какой метод используется для запроса обновлений с сервера telegram?,get_updates(),Russian
Какая библиотека в Python позволяет определить кодировку текста?,chardet.,Russian
Какой аргумент указывает на количество байт на пиксель при установке изображения в Tesseract с использованием метода SetImage в библиотеке OCR?,bytes_per_pixel,Russian
"After applying a MaxPool2d layer with a kernel size of 2 in PyTorch, by what factor are the input spatial dimensions reduced?",By a factor of 2.,English
Какое ключевое слово в C# позволяет выйти из функции?,'return'.,Russian
What Python command can be used to print the version of an imported package like SciPy?,print(scipy.__version__),English
В сценарии пакетной обработки Windows какая команда используется для принудительного аннулирования всех текущих сеансов пользователя?,logoff,Russian
"В PL / SQL, какая опция в инструкции CREATE SEQUENCE гарантирует, что последовательность не циклируется, когда достигается MAXVALUE?",NOCYCLE.,Russian
What is the Big O notation used to represent the worst-case time complexity of an algorithm with cubic growth rates in terms of the input size n?,O(n^3).,English
What cmdlet in PowerShell can be used to retrieve members of a specified Active Directory group?,Get-ADGroupMember.,English
"In SQL, what does the term 'primary key' refer to?","A primary key is a column, or a set of columns, that uniquely identifies each row in a table.",English
What does the 'debug' level indicate when using logging in Java?,"The 'debug' level is used to log detailed information, typically of interest only when diagnosing problems.",English
"In Python's argparse library, what does the 'action=""store_true""' parameter do when adding an argument with add_argument?",It stores the value 'True' when the argument is present on the command line.,English
"In SQL, which clause is used to filter records based on specific conditions?",The WHERE clause.,English
What is the role of the 'help' parameter in the add_argument method of Python's argparse library?,It provides a description of the argument for the help message.,English
"In Vue.js, which method allows a child component to send data back to a parent component via Vue's built-in communication system?",Emit method (custom events).,English
"В функции train_test_split из scikit-learn, какой параметр управляет пропорцией набора данных, который должен быть включен в тест-сплит?",test_size.,Russian
"In HTML5, what element can be used for fixed positioning at the bottom of the page, as seen in the footer styling?",The 'footer' element can be positioned with 'position: fixed;' and 'bottom: 0;'. ,English
"In JavaScript, which method is used to create a new array with all elements that pass a provided test function?",The Array.prototype.filter() method.,English
"В scikit-learn, какой класс используется для реализации метода пакетирования ансамбля с деревом решений в качестве базового классификатора?",BaggingClassifier from...,Russian
Какой оператор используется для умножения в Lua?,*.,Russian
"In Java, which method would you use on a List object like ArrayList to check if it contains any elements?",isEmpty().,English
"What is the main use of the 'meta charset=""UTF-8""' in an HTML document?","To specify the character encoding for the HTML document, ensuring correct display of international characters.",English
What awk field separator option is used to separate fields in a file or string in Unix-like operating systems?,The '-F' option is used to specify the field separator.,English
Какие форматы файлов загружаются в YamlConfiguration в Bukkit API для настройки в плагинах Java?,.yml,Russian
What type of collection is returned by the method document.getElementsByTagName in JavaScript?,HTMLCollection.,English
"В Python, какой модуль предоставляет метод преобразования объектов Python в строки или файлы JSON?",json.,Russian
"In algorithm analysis, what does the notation \(\Theta\) represent?","It represents a tight bound, meaning the function is both upper and lower bounded by the same asymptotic growth rate.",English
"В модуле Python json, какой параметр используется с json.dump, чтобы печать полученного файла JSON с отступлением?",indent.,Russian
"In iOS development, what method is used to retrieve the current authorization status for location services?",CLLocationManager.authorizationStatus().,English
"In FFmpeg 6.0, what library is used for encoding video to the H.265 format?",libx265.,English
"В Python, какая встроенная функция используется для преобразования ввода строки в число с плавающей запятой?",float (),Russian
"In Java generics, what does the '<T>' denote in the interface declaration 'public interface WaitingLineKernel<T>'?",The '<T>' specifies that the interface is generic and can operate on objects of any type 'T' as specified when using the interface.,English
"In FFmpeg, what is the purpose of the '-metadata:s:t:0 mimetype' flag when adding an attached image?",It sets the MIME type of the attached image in the output file metadata.,English
Какой язык программирования используется для создания скриптов в Multi Theft Auto: San Andreas?,Луна.,Russian
"In Roblox Luau scripting, what is the function of 'wait()' in a loop that plays announcements every few seconds?","The 'wait()' function pauses execution for the specified number of seconds, allowing for timed intervals between actions in the loop.",English
"In PowerShell, what module must be imported to run Active Directory-related cmdlets like Get-ADUser and Get-ADGroup?",The Active Directory module.,English
Какова временная сложность умножения матрицы с измерениями m x n на вектор в C с использованием вложенного подхода к петле?,O (m * n).,Russian
"In A5/1, what logic gate function is applied to the feedback taps to compute the input bit during a register shift?",The XOR function is applied to compute the input bit.,English
"In POSIX-compliant shell scripting, which command is used to capitalize the first letter of a string using a stream editor?",sed.,English
"When using awk in shell scripting, which function is used to convert a substring to uppercase?",toupper().,English
What is the valid index range for accessing elements in a Java array with N elements?,"0 to N-1, inclusive.",English
"In open addressing, what does the load factor represent in hash tables?","The load factor, α, represents the fraction of the hash table that is occupied, calculated as the number of elements divided by the total number of slots in the table.",English
"In the Telegram Bot API, which method is used for sending a video file to a chat?",sendVideo.,English
"In Java, what is the default value of elements in an int array upon creation using the new keyword?",0,English
当在Java中使用httpURLConnection发送Post请求时，使用什么方法来指定请求方法？,"setRequestMethod(""POST"") on the HttpURLConnection object.",Chinese
"In Java, what exception is thrown when attempting to access an array element with an index value outside its valid range?",ArrayIndexOutOfBoundsException,English
"In Java, what is the default initial value for elements of type int in an array defined with the new keyword?",0,English
What exception is thrown in Java when attempting to access an array element with an index that is out of bounds?,ArrayIndexOutOfBoundsException,English
"In Java, when defining an array using an initializer list, must the size of the array be specified?","No, the size is inferred from the number of elements in the initializer list.",English
"In Python, which library would you use to generate random numbers from a normal distribution?",numpy.,English
在C++标准库中，哪个容器最适合随机访问，例如二分搜索示例中使用的容器？,std：：vector。,Chinese
"In a Flask application, what is the default HTTP status code returned for an unhandled exception when using an error handler?",500.,English
"In Java, what is the initial value of an element in an int array after its creation using the new keyword?",0,English
"In JavaScript, what method can be used in a Cloudflare Workers environment to keep a function execution running after a response has been sent?",event.waitUntil().,English
What function from the scikit-learn library is used for performing Principal Component Analysis (PCA) on a dataset?,PCA() from sklearn.decomposition.,English
"In JDA, which method is used to send a message to a TextChannel?",The method used is 'sendMessage'.,English
"In JavaScript, what is the method used to remove whitespace from both ends of a string?",The method used to remove whitespace from both ends of a string in JavaScript is trim().,English
"In Python, which library provides the 'Fernet' class for symmetric encryption and decryption?",The 'cryptography' library.,English
"In Python's PyQt framework, which method needs to be overridden to handle window close events?",closeEvent method.,English
"What is the default image resolution typically used for models pretrained on the ImageNet dataset, such as ResNet50?",224x224 pixels.,English
What design pattern is typically used to encapsulate a family of algorithms and make them interchangeable?,Strategy Pattern,English
What default output file format is produced by the LaTeX tool when 'pdflatex' is used as the compiler?,PDF.,English
Which Java exception is thrown when array indexing falls outside the valid range?,ArrayIndexOutOfBoundsException,English
"In Python, which exception is raised when attempting to parse an invalid JSON string using json.loads()?",json.JSONDecodeError.,English
В PyQt5 какой флаг делает окно находиться на вершине всех остальных окон?,Qt.WindowStaysOnTopHint.,Russian
"In Python's Flask framework, what is the default IP address the Flask app runs on when specified as '0.0.0.0'?",0.0.0.0 makes the Flask application accessible from any network interface that can reach the server.,English
"In Keras, which function is typically used to change the learning rate when a plateau in model accuracy is detected?",ReduceLROnPlateau.,English
"In Python's concurrent.futures module, which class would you use to manage a pool of separate processes for executing code concurrently?",ProcessPoolExecutor.,English
"In Python's socket module, what method would you use to set a timeout for a socket attempting to connect?",socket.settimeout().,English
"In cryptography, what is the name of the process used to securely store passwords by converting them to irreversible strings?",Hashing.,English
Какая библиотека Python используется для визуализации данных и предоставляет модуль 'sns' для создания графических графика?,Seaborn.,Russian
В Ngrok какая команда используется для запуска TCP туннеля для SSH доступа через порт 22?,./ ngrok tcp 22,Russian
What Python package can be used to create 3D games and install it with the command `pip install panda3d`?,Panda3D.,English
What function in the pandas library is used to read a CSV file into a DataFrame?,pd.read_csv().,English
"In the provided Panda3D code, which method adds a task that will be repeatedly called every frame?",self.taskMgr.add() method.,English
What does the json.loads() function do with a JSON formatted string in Python?,It parses the JSON formatted string and converts it into a Python dictionary.,English
"In Python, what method of the pandas DataFrame is used to save a DataFrame to a CSV file?",DataFrame.to_csv().,English
"In Panda3D, which class is commonly used as the base class for game applications?",ShowBase.,English
"In JavaScript, what is the output of the expression 'console.log(typeof NaN)'?",number,English
"In the yfinance library, what parameter value should be used to retrieve stock data on a weekly basis?",interval='1wk',English
What method in the Java File class is used to extract the file name from a file path?,getName().,English
Какой метод используется для чтения CSV-файлов в DataFrame в Pandas?,read_csv ().,Russian
"In the Python csv module, what is the default delimiter used to separate columns in a CSV file?","Comma (',').",English
"In a MySQL stored procedure, what is the purpose of the DEALLOCATE PREPARE statement?",The DEALLOCATE PREPARE statement is used to release a prepared statement from memory after its execution to free up resources.,English
"In the Python csv module, which method is used to write multiple rows to a CSV file?",writer.writerows().,English
What command is used in a Bash script to give execute permission to a file?,chmod +x FILENAME.,English
"In MIPS, what instruction is used to load a word from memory into a register?",lw (load word).,English
What module would you use in Python to handle JSON data interchange between a web application client and server?,The json module.,English
"In Python, which module is used to read and write CSV files?",csv module.,English
"When using the yfinance library, which parameter defines the amount of historical data to fetch, such as '1mo' for one month or '1y' for one year?",period,English
"В PowerShell для Exchange, какой cmdlet извлекает список всех почтовых ящиков в организации?",Get-Mailbox.,Russian
"In JSON, what data type is used for an ordered list of values?",Array.,English
"In a Python environment, which package allows interaction with libmagic for file type detection?",python-magic.,English
"On macOS, which package manager can be used to install libmagic?",Homebrew.,English
"In Java, when dealing with JDBC, which feature introduced in Java 7 helps manage database resources automatically?",try-with-resources.,English
"In Reaper's Lua scripting, which function from the gfx library can be used to check for keypresses in Reaper GUI scripts?",gfx.getchar.,English
What is the default port for HTTP in computer networks?,80.,English
What is the primary function of the `useState` hook in React?,To add state management in functional components.,English
在PyTorch中，通常使用什么类型的对象来表示张量，例如提供的代码示例中的x_start？,torch.Tensor.,Chinese
"Assuming an integer array in MIPS where each integer is 4 bytes, what offset is used to access the third element of the array?",8 bytes.,English
"In TypeScript, how do you indicate that an interface or class property is optional?",By using a question mark (?) after the property name.,English
"In Java's JDBC API, what method of the PreparedStatement class is used to execute a SQL INSERT statement?",executeUpdate().,English
"In the context of class inheritance in Java, what keyword is used to call the constructor of a parent class from a child class?",super.,English
"In SOAP web services, what annotation is used to specify the return type of a web service method in Java?",@WebResult.,English
"In Python 3.9, what is the time complexity of sorting a list using the sorted() function?",O (n log n).,English
"In microcontroller communication, what protocol inherently supports point-to-point communication between two devices?",UART (Universal Asynchronous Receiver/Transmitter).,English
What CSS property is used to center an element vertically and horizontally using flexbox?,justify-content: center; and align-items: center;,English
"In HTML5, which attribute of the <video> element automatically plays the video when the page is loaded?",autoplay,English
"When using Polars, what method should be used to filter a DataFrame based on a boolean condition?",df.filter(condition),English
"In Python, which exception is raised when trying to decode a non-JSON formatted string using json.loads()?",json.JSONDecodeError.,English
"In the context of datetime manipulation in Python, if you need to subtract weeks from a given date, which timedelta parameter should be used?",timedelta(weeks=n_weeks),English
"Какой класс исключений C + + обычно используется для указания на то, что произошла ошибка домена, например, при вычислении квадратного кореня отрицательного числа?",std:: domain_error.,Russian
"In C, which library function is used to convert a character to its uppercase equivalent?",toupper.,English
"In ASP.NET Core, what method configures SignalR to map a hub to a specified route?",MapHub<THub>(string path).,English
Какой метод класса SqlConnection используется для открытия асинхронного подключения в C#?,OpenAsync ().,Russian
Which Microsoft namespace is required for using SignalR in ASP.NET Core applications?,Microsoft.AspNetCore.SignalR.,English
What type of resistors are required in an I2C interface for the SDA and SCL lines to function correctly?,Pull-up resistors.,English
"In the context of the System V message queue in C, what function is used to send a message to the message queue?",msgsnd.,English
"В C + +, какую библиотеку нужно включить, чтобы использовать функцию sqrt, которая вычисляет квадратный корень числа?",<cmath>.,Russian
"In PowerShell, which cmdlet can be used to randomly select items from a collection?",Get-Random.,English
"In PHP, which function is used to initialize a cURL session?",curl_init(),English
What pip command is used to install the Snowflake Connector for Python?,pip install snowflake-connector-python.,English
What function in pandas is used to implement custom aggregation methods during grouping operations?,agg (),English
"In Python, what method would you use to dynamically apply a transformation function to each element in a pandas Series?",pandas.Series.apply(),English
"In HTML5, what attribute of the <audio> element is used to specify the file path to the audio to be played?",The 'src' attribute.,English
"In the Snowflake Connector for Python, which cursor type is used to fetch results as dictionaries by column name?",DictCursor.,English
"In PHP, which function is used to retrieve information about a cURL session after execution?",curl_getinfo(),English
在Maven中，`-o`标志有什么作用？,`-o`标志用于启用离线模式，防止从远程仓库下载依赖。,Chinese
"In FFmpeg, what does the '-acodec pcm_s16le' option specify for audio processing?",It sets the audio codec to PCM signed 16-bit little-endian.,English
"How is the bitrate calculated for the 'pcm_s16le' format given a sample rate of 48000 Hz, bit depth of 16, and 2 audio channels?","Bitrate is calculated as Sample Rate x Bit Depth x Channels, resulting in 1,536,000 bits/second or approximately 1.5 Mb/s.",English
"In Python, which library provides the load function to read a model saved as a .joblib file?",joblib.,English
在Maven编译时，如何跳过单元测试的执行？,可以使用`-DskipTests`标志或`-Dmaven.test.skip=true`标志来跳过单元测试。,Chinese
"When using FFmpeg, what does the option '-ar 48000' achieve?",It sets the audio sample rate to 48000 Hz.,English
"In JavaScript Fetch API, what method is used to specify the HTTP request method when making a fetch call?",The 'method' property in the options object passed to fetch().,English
"In the aiokafka library, what function should be used to stop the AIOKafkaConsumer and ensure proper cleanup?",await consumer.stop().,English
What command is used to install the joblib library in Python?,pip install joblib.,English
在 Python 中，用于从标准输入读取单行输入的函数是什么？,input().,Chinese
"In the Vue 3 Composition API, which lifecycle hook is used to replace the created() hook from Vue 2?",setup().,English
"In Python's aiokafka, which method is used to prepare an AIOKafkaConsumer to start receiving messages?",await consumer.start().,English
"In the context of using the curl command, what is the purpose of the '-k' option?",The '-k' option allows curl to perform 'insecure' SSL connections and transfers by skipping certificate verification.,English
"If an inner loop runs from j=i^2 to 4n^2 for each i in an algorithm analysis, what is the expression for the number of iterations of this inner loop for a fixed i?",4n^2 - i^2 + 1,English
"In Python Flask, what is the purpose of the send_from_directory function?",To send a file from a specified directory to the client.,English
"In scikit-learn, what attribute can provide insight into the expected input feature names of a model step if it's available?",feature_names_in_.,English
"В настройке Microsoft Exchange Server, начиная с какой версии доступен комдлет New-MailboxExportRequest?",Exchange Server 2010,Russian
Which Windows API function is used in PowerShell to update the desktop background after changing the wallpaper?,SystemParametersInfo,English
"В SQLite какая команда создает таблицу со столбцами, если она еще не существует?","Создать таблицу, если ее нет.",Russian
"When constructing a min-heap, what is the order in which levels must be filled?","A min-heap is a complete binary tree, meaning every level must be fully filled from left to right, except possibly the last level.",English
"In a min-heap, what is the relationship between the parent node and its child nodes?","In a min-heap, the value of a parent node is less than or equal to the values of its child nodes.",English
What is the time complexity of inserting an element into a min-heap?,"O(log n), where n is the number of elements in the heap.",English
Unix中的“Find”命令使用什么选项来指定仅应包括文件？,- f 型。,Chinese
"What is the result of summing all the elements in the list [1, 1, 2] in Python?",4,English
"In Rust, which method can be used to get a mutable reference to the last element of a vector?",The 'last_mut()' method returns a mutable reference to the last element of a vector.,English
"In the 'dd' command, what does the 'bs' option specify?",The block size for reading and writing.,English
"В Java, какой тип исключения возникает при попытке вызова метода на нулевую ссылку на объект?",NullPointerException.,Russian
"In Python, what will the list 'vals' contain after executing the operations vals = [0, 1, 2], vals.insert(0, 1), and del vals[1]?","[1, 1, 2]",English
"When using pd.read_csv() in pandas, which parameter should be specified if the file delimiter is not a comma?",sep parameter.,English
"In JavaScript, what is the method used to convert a JavaScript object into a JSON string?",JSON.stringify().,English
"In Git, what is the effect of using the 'git config --local user.email' command?",It configures the local Git repository to use a specified email address for commits.,English
Which class in Keras allows the creation of a model with a linear stack of layers?,Sequential,English
"В C#, какое исключение генерируется методом Enum.Parse, если строка, которую пытаются преобразовать в enum, не соответствует ни одному из имен перечисления?",ArgumentException.,Russian
What argument do you need to set to '0' in order to suppress progress messages (such as ms/step) in the Keras model predict() method?,verbose,English
"In property-based testing with QuickCheck in Haskell, what is typically the role of the 'arbitrary' function?","The 'arbitrary' function in QuickCheck is used to generate random instances of data types to be used as test cases, ensuring a wide range of input cases are covered in tests.",English
What is the purpose of the 'git commit --allow-empty' command in a Git repository?,"It allows a commit to proceed even if there are no actual changes in the codebase, creating an empty commit.",English
What function in pandas is used to calculate the percentage change between the current and prior element?,pct_change().,English
What header must be set to send a JSON payload in an XMLHttpRequest?,Content-type must be set to 'application/json'.,English
"In ServiceNow, what is the purpose of the GlideRecord class?",The GlideRecord class is used to interact with tables and records in the ServiceNow database.,English
What is the default HTTP method used in the XMLHttpRequest open method if none is explicitly specified?,GET.,English
"Какое исключение возникает, если имя хоста не может быть разрешено в сети Java?",UnknownHostException.,Russian
"In HACK assembly language, how is a constant value loaded into the A register?","A constant can be loaded into the A register using the '@' symbol followed by the constant. For example, '@10' sets the A register to 10.",English
"In a git command, what does the 'git pull --rebase' operation accomplish?",It fetches changes from the remote repository's current branch and rebases the local changes on top of it to create a linear history.,English
"In the Transformers library, what function is used to create a high-level interface for applying pre-trained models to tasks like sentiment analysis?",pipeline().,English
"В C + +, какой спецификатор доступа по умолчанию для членов структуры, если его не указано?",Public.,Russian
What does the EQ flag represent in the HACK assembly language conditional D;JEQ?,"The EQ flag signifies that the operation 'D;JEQ' will execute the jump if D equals zero (i.e., if the result of a subtraction is zero).",English
What is the time complexity of the insert operation in a binary heap?,O(log n).,English
"В SQL, какое ключевое слово используется для сортировки результатов запроса в убывающем порядке?",DESC,Russian
Какой метод в std:: vector можно использовать для удаления элементов из определенного диапазона индексов?,erase ().,Russian
在Python中，当试图调用对象上不存在的属性时，通常会引发什么异常？,属性错误。,Chinese
What is the purpose of the `END` block in an `awk` script?,To execute code after all input lines have been processed.,English
"В версии Python 3.9, какая сложность времени объединения k сортированных списков с общей сложностью n элементов с помощью функции heapq.merge?",O (n log k).,Russian
"In `awk`, what does the `NR` variable represent?",The total number of input records read so far.,English
"In the context of JSON, what data type should be used for a batch quantity that represents a numerical value?",A number (an unquoted numerical value).,English
"In TensorFlow's Keras API, which activation function is typically used in the output layer of a binary classification model?",sigmoid.,English
"In PyTorch, which method could you subclass to create a custom learning rate scheduler?",Subclass _LRScheduler and define a get_lr() method.,English
在Jackson库中，哪个类通常用于将SON字符串转换为Java对象？,ObjectMapper.,Chinese
在C#中，什么访问修饰符允许派生类访问方法，但不允许代码的其他部分访问方法？,Protected.,Chinese
"In matplotlib, what method is used to create a new figure window where multiple plots can be drawn?",plt.figure().,English
"In LaTeX, which package can be used to extend the standard sectioning commands to support a 'subsubsubsection'?",The 'titlesec' package.,English
Какой уровень коррекции ошибок в библиотеке qrcode позволяет восстановить приблизительно 25% данных?,ERROR_CORRECT_Q,Russian
What Python library provides functions like confusion_matrix and roc_curve for evaluating classification models?,sklearn.metrics.,English
在Python中，可以使用哪个方法将Python字典转换为JSON字符串？,json.dumps()方法。,Chinese
"In Django, if a `OneToOneField` is used in a model with `on_delete=models.CASCADE`, what happens to the related object if the referenced object is deleted?",The related object is also deleted.,English
"В Python, какой параметр класса QRCode определяет размер одной ячейки QR-кода в пикселях?",box_size,Russian
"В движке Unity какой метод Quaternion используется для построения вращения таким образом, чтобы объект сталкивался с целевым вектором?",Quaternion. LookRotation().,Russian
"In JavaScript, what property of an input element can be used to determine if a radio button is checked?",The 'checked' property.,English
"In OpenGL, what function is used to transfer pixel data from one framebuffer to another?",glBlitFramebuffer.,English
JSON库中的什么函数允许将JSON格式的字符串转换为Python对象？,json.loads（）.,Chinese
"In Lua, how do you generate a random number between 1 and n, inclusive?",Using the `math.random(n)` function.,English
"In JavaScript, which method would you use to safely parse a string into an integer with a specified base?",parseInt().,English
"In an 8x8 CSS Grid layout, how many grid lines are there horizontally?",9.,English
"При использовании команды pip3 install, в каком репозитории в первую очередь ищут пакеты?",Индекс пакетов Python (PyPI),Russian
"В контексте решения квадратного уравнения ax ^ 2 + bx + c = 0 в C + +, какое дискриминационное значение указывает на то, что существуют два различных реальных корня?",Дискриминационное значение (d) больше 0.,Russian
"In Google Sheets, what symbol is used to concatenate strings in formulas?",& (ampersand).,English
"In CSS Grid, what property is used to define the number of columns in a grid layout?",grid-template-columns.,English
What is the default value for 'background-color' in CSS if not specified?,transparent.,English
"In Lua, which function is used to print output to the console?",print().,English
"В C # какое ключевое слово используется для определения блока кода как задачи, которая должна выполняться асинхронно?",async.,Russian
"Когда квадратное уравнение сводится к линейному уравнению в форме bx + c = 0, сколько реальных корней может быть, если b не равен нулю?",1 Реальный корень.,Russian
"В системе интерфейса пользователя Unity, какой компонент используется для автоматической корректировки соотношения сторон элемента интерфейса пользователя, такого как RawImage?",Компонент AspectRatioFitter.,Russian
What does the SUMIFS function return if no rows match all criteria in Google Sheets?,0.,English
"Какое расширение PHP предоставляет доступ к функциям POSIX, таким как posix_geteuid()?",Расширение POSIX.,Russian
What is the primary role of the Floyd-Warshall algorithm in graph processing?,To find the shortest paths between all pairs of vertices in a weighted graph.,English
"In OpenGL, which matrix is used to modify the camera's position and orientation?",View Matrix.,English
"In the context of a 2D coordinate system, if a quad spans from -1 to 1 in both x and y dimensions, what would be its width?",2.,English
Какова основная функция инструмента pip (или pip3) в Python?,"Pip - это менеджер пакетов для Python, который устанавливает и управляет пакетами из индекса пакетов Python (PyPI).",Russian
Which data source is known for its collaborative mapping and is often used to provide map data in applications like Leaflet.js?,OpenStreetMap.,English
在Spring Data JPA中，哪个接口通常会扩展以用于数据库上的基本CRUD操作？,JpaRepository 。,Chinese
"В Unity, какой класс используется для обработки видео ввода с камеры?",Класс WebCamTexture.,Russian
"Which Keras loss function is commonly used for regression tasks, specifically to minimize the discrepancy between predicted and actual continuous values?",Mean Squared Error (MSE).,English
"In CSS Grid Layout, what is the purpose of the 'grid-template-columns' property?",It defines the number of columns and their sizes in a grid container.,English
What is the standard R function to calculate the covariance matrix of a data frame or matrix?,cov(),English
What is the primary purpose of the Alpha-Beta Pruning technique in the context of the Minimax algorithm?,"Alpha-Beta Pruning is used to decrease the number of nodes evaluated in the Minimax algorithm by pruning branches that cannot possibly influence the final decision, thus optimizing performance.",English
What is the command to build a specific package in a ROS 2 workspace using colcon?,colcon build --packages-select <package_name>.,English
"В C + +, какая библиотека необходима для использования функции sqrt?",<cmath>,Russian
"In the context of transposition tables, what data structure is typically used to store hashed states of the game board?",A hash table is typically used to store hashed states of the game board to quickly retrieve previously computed values.,English
"In Python's Pandas library, what method is used to select a subset of a DataFrame by integer location?",iloc.,English
"In the Python StandardScaler class, which attribute stores the computed variances of features?",var_.,English
"In Python's joblib library, what is the primary function of the 'load' method when used with a .sav file?",The 'load' method is used to deserialize and load an object from a saved .sav file.,English
"In the pandas library, which argument is used in the 'to_csv' function to specify that row indices should not be included in the exported CSV file?",index = False,English
What is the primary difference in terms of parameters used between the StandardScaler and MinMaxScaler in sklearn?,"The StandardScaler uses the mean and standard deviation of the data for scaling, while the MinMaxScaler uses the minimum and maximum values of the data.",English
"In the MoviePy library, what class should be used to load a video file for manipulation?",VideoFileClip class from moviepy.editor should be used to load a video file.,English
В C # какую коллекцию можно использовать для хранения уникальных элементов без допуска дубликатов?,Hash Set<T>.,Russian
"In the context of LSTM (Long Short Term Memory) training, what does 'n_steps' typically represent?",The sequence length or the number of time steps in each input sequence.,English
"In ROS 2, what Python package is primarily used to interface with the ROS ecosystem and create nodes?",rclpy.,English
"In Python, what is the time complexity of searching for an element in a balanced binary search tree?",O(log n)。,Chinese
"In R, what is the function from the tseries package used to optimize a portfolio by maximizing the Sharpe ratio?",portfolio.optim,English
What objective parameter is used when initializing an `XGBRegressor` for regression tasks?,reg:squarederror.,English
